id,n,density,runtime_exact,runtime_mcmc,err_approx_exp_lpom,err_approx_exp_glpom,err_approx_exp_loof1,err_approx_exp_loof2,err_approx_exp_mcmc,err_approx_rel_it1,err_approx_rel_it5,err_approx_rel_it10,err_approx_rel_it15,err_approx_rel_mcmc,rtime_approx_exp_lpom,rtime_approx_exp_glpom,rtime_approx_exp_loof1,rtime_approx_exp_loof2,rtime_approx_rel_it1,rtime_approx_rel_it5,rtime_approx_rel_it10,rtime_approx_rel_it15,dgraph6
33,10,0.08888888888888889,0.01099999999999568,0.11000000000001364,0.12466666666666697,0.07466666666666706,0.07466666666666737,0.04516970255458501,0.12632033777161528,0.2593523809523809,0.05300465468342483,0.020120514228495305,0.016178254633759753,0.01767173807905606,9.999999999763531e-4,0.0010000000000047748,0.0010000000000047748,0.0010000000000047748,0,0.0010000000000047748,0,0,&I?S??@??A?????????
34,10,0.24444444444444446,0.01099999999999568,0.09499999999999886,0.4675000000000003,0.1775000000000003,0.23706349206349184,0.19641590746160337,0.08688119737601774,0.24910533910533908,0.04883207709222135,0.03190551388833986,0.030459635220143697,0.01333210440519238,0.0010000000000047748,0,0.0010000000000047748,0.0010000000000047748,0,0.0010000000000047748,0,0.0010000000000047748,&I?W@_I@?A_??G?_???
35,10,0.48888888888888893,0.011000000000024102,0.08699999999998909,0.7207010582010579,0.19105820105820095,0.165911680911681,0.10837336628011533,0.07597014860616165,0.18898017113032595,0.03689005096441558,0.029914543216400646,0.02933262626623554,0.011744764670972595,0.0010000000000047748,0,9.999999999763531e-4,9.999999999763531e-4,0,0,0,0,&IV[\oP??Do??W?_???
36,10,0.9333333333333333,0.01099999999999568,0.04099999999999682,0.12333333333333334,1.7763568394002506e-16,0.02564102564102564,0.023083715084088973,0.08032397419571166,0.008864468864468863,0.0044860560547602,0.0044857393000266995,0.004485739499482459,0.008032397419572073,0.0010000000000047748,0.0010000000000047748,0,0.0010000000000047748,0,0,0,0.0010000000000047748,&I^{~o^B{FoN?[?O@??
37,10,0.48888888888888893,0.012000000000000455,0.09599999999997522,0.6723759623609926,0.21368548617051636,0.08290934692998975,0.10563907828378416,0.06047959404720209,0.1896617543778885,0.03414992014504982,0.027684780355456455,0.02684714938746204,0.009618561663632327,0.0010000000000047748,0.0010000000000047748,0.0010000000000047748,0.001999999999981128,0,0,0.0010000000000047748,0,&IF[\oDBKCo??G?????
38,10,0.9333333333333333,0.012000000000000455,0.051000000000016144,0.16000000000000014,0,0,0,0.018588640234004396,0,0,0,0,0.0018588640234046756,0.0010000000000047748,0.0010000000000047748,0.0010000000000047748,9.999999999763531e-4,0.0010000000000047748,9.999999999763531e-4,0,0.0010000000000047748,&I^{~o~B{FoN?K?o???
39,10,0.9777777777777779,0.010000000000019327,0.020999999999986585,0.07999999999999999,0,0,0,0.05754648929504711,0,0,0,0,0.00575464892950468,0.0010000000000047748,0,0.0010000000000047748,0.0010000000000047748,0,0,0.0010000000000047748,0,&IN{~p~B{FoN?[?o@??
40,10,0.8,0.009999999999990905,0.06399999999999295,0.3196825396825398,0.011666666666666981,0.0648419680677745,0.06001310107812889,0.08094090831529843,0.02855548573290509,0.01147135128140473,0.011461118102756017,0.011461115026816019,0.010661741693661029,0.0010000000000047748,0,0.0010000000000047748,0.0020000000000095497,0,0,0,0,&IF{^p~@kAoJ?K?o@??
41,10,0.022222222222222223,0.012000000000000455,0.11600000000001387,1.5099033134902129e-15,1.6431300764452318e-15,1.6431300764452318e-15,1.8207657603852566e-15,0.11926306617024514,0.1066666666666671,0.029841313207203953,0.006071618004071474,0.001235352644550317,0.015237462496512613,0,0.0010000000000047748,0.0010000000000047748,0.0010000000000047748,0,0,0,0,&IA????????????????
42,10,0.044444444444444446,0.01099999999999568,0.10499999999998977,7.105427357601002e-16,7.993605777301127e-16,0.013333333333333286,0.022361808590533362,0.16184433557518627,0.18533333333333343,0.05164498948967373,0.013490188774332553,0.007462812618056405,0.022986459307027522,0.0010000000000047748,0.0010000000000047748,0.0010000000000047748,0.0020000000000095497,0.0010000000000047748,0,0,0,&I?G????C??????????
43,10,0.08888888888888889,0.01099999999999568,0.103999999999985,0.09166666666666709,0.05833333333333379,0.12047619047619107,0.13002354043593733,0.1958737041267006,0.26061904761904753,0.06262181922418276,0.023802479192537352,0.019632564692354706,0.02750046937050863,0.0010000000000047748,0,0.0010000000000047748,0.0020000000000095497,0,0,0.0010000000000047748,0,&I@C??C?G??????????
44,10,0.24444444444444446,0.010000000000019327,0.09499999999999886,0.18071428571428613,0.09404761904761916,0.0977387318563792,0.11680950311692766,0.09812731098204033,0.2941257071593207,0.044359863379655425,0.03171974407530853,0.03102955532872677,0.01473841421310079,0.0010000000000047748,0.0010000000000047748,0.0010000000000047748,0.0020000000000095497,0,0,0,0,&I?OT?b@O?O?????@??
45,10,0.5333333333333333,0.01099999999999568,0.08199999999999363,0.6860111512959612,0.15408227848101266,0.1753971013698587,0.1581209283332047,0.13840945423504625,0.17527344576477763,0.034517940867529205,0.030518109999799575,0.03009784721223781,0.018171761244023085,0.0010000000000047748,0,0.0010000000000047748,0.0010000000000047748,0.0010000000000047748,0,0.0010000000000047748,0.0010000000000047748,&I\{voE@kCO??C?????
46,10,0.8444444444444444,0.009999999999990905,0.0549999999999784,0.30953296703296734,0.04615384615384614,0.0693299347711114,0.061739129665923057,0.05884768218808811,0.040742797398679746,0.01109826561656358,0.011042206914188786,0.011040529181235445,0.007799927481434884,0.0010000000000047748,0.0010000000000047748,0.0010000000000047748,9.999999999763531e-4,0,0,0,0,&IV{^o~?[FoN?[?o???
47,10,0.4444444444444444,0.009999999999990905,0.09099999999997976,0.7602496212869655,0.21628136731871145,0.12915443409951535,0.1284406784175524,0.08959662007202755,0.20262508936294632,0.03280699516161371,0.030200178067358575,0.029929954939211634,0.011613738345962056,9.999999999763531e-4,0.0010000000000047748,0.0010000000000047748,0.001999999999981128,0,0,0.0010000000000047748,0,&I@[GofA[?OE?G?_???
48,10,0.911111111111111,0.01099999999999568,0.042999999999977945,0.16888888888888887,1.3322676295501878e-16,0.05230769230769235,0.04499158595822759,0.07150593448620972,0.018197802197802194,0.008551234449662692,0.008550597194586616,0.008550600255498357,0.008877543747817683,0.0010000000000047748,0.0010000000000047748,0.0010000000000047748,9.999999999763531e-4,0,0,0,0,&I^{Np~B{FoF?K?o@??
49,10,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,&I^{~p~B{FoN?[?o@??
50,10,0.8444444444444444,0.010000000000019327,0.06100000000000705,0.3222222222222223,0.04833333333333334,0.04334415584415545,0.035083969164515595,0.05647119255530022,0.028988261738261748,0.006518865978595951,0.0065106657855616345,0.006510241260862338,0.007242057225702191,0.0010000000000047748,0.0010000000000047748,9.999999999763531e-4,0.0010000000000047748,0,0,0.0010000000000047748,0,&IN{~p~B{@oB?[??@??
